,Col001curr,Col001volt,Col002curr,Col002volt
38,4.8000000000000024e-09,1.0460746e0,4.8000000000000024e-09,9.076839e-1
39,4.9000000000000025e-09,1.0451574e0,4.9000000000000025e-09,9.068441e-1
40,5.0000000000000026e-09,1.0443624e0,5.0000000000000026e-09,9.060775e-1
41,5.100000000000003e-09,1.0435521e0,5.100000000000003e-09,9.052945e-1
42,5.200000000000003e-09,1.0428694e0,5.200000000000003e-09,9.045509e-1
43,5.300000000000003e-09,1.0420063e0,5.300000000000003e-09,9.038154e-1
44,5.400000000000003e-09,1.0412949e0,5.400000000000003e-09,9.030911e-1
45,5.500000000000003e-09,1.0405775e0,5.500000000000003e-09,9.023761e-1
46,5.600000000000003e-09,1.0398529e0,5.600000000000003e-09,9.016884e-1
47,5.700000000000003e-09,1.0391759e0,5.700000000000003e-09,9.009272e-1
48,5.800000000000003e-09,1.0385345e0,5.800000000000003e-09,9.00256e-1
49,5.900000000000003e-09,1.0378726e0,5.900000000000003e-09,8.996366e-1
50,6.000000000000003e-09,1.0372102e0,6.000000000000003e-09,8.989988e-1
51,6.100000000000003e-09,1.0364804e0,6.100000000000003e-09,8.983616e-1
52,6.200000000000003e-09,1.0359286e0,6.200000000000003e-09,8.97657e-1
53,6.3000000000000035e-09,1.0353415e0,6.3000000000000035e-09,8.97018e-1
54,6.4000000000000035e-09,1.0347174e0,6.4000000000000035e-09,8.964224e-1
55,6.500000000000004e-09,1.0340933e0,6.500000000000004e-09,8.958532e-1
56,6.600000000000004e-09,1.0335196e0,6.600000000000004e-09,8.952383e-1
57,6.700000000000004e-09,1.0329203e0,6.700000000000004e-09,8.947131e-1
58,6.800000000000004e-09,1.032298e0,6.800000000000004e-09,8.941043e-1
59,6.900000000000004e-09,1.0317674e0,6.900000000000004e-09,8.936098e-1
60,7.000000000000004e-09,1.0311745e0,7.000000000000004e-09,8.930315e-1
61,7.100000000000004e-09,1.0306918e0,7.100000000000004e-09,8.92437e-1
62,7.200000000000004e-09,1.0300548e0,7.200000000000004e-09,8.919407e-1
63,7.300000000000004e-09,1.0294873e0,7.300000000000004e-09,8.914089e-1
64,7.400000000000004e-09,1.0289376e0,7.400000000000004e-09,8.908514e-1
65,7.500000000000004e-09,1.0283918e0,7.500000000000004e-09,8.903695e-1
66,7.600000000000004e-09,1.0279272e0,7.600000000000004e-09,8.898404e-1
67,7.700000000000003e-09,1.027464e0,7.700000000000003e-09,8.892847e-1
68,7.800000000000002e-09,1.0269629e0,7.800000000000002e-09,8.88832e-1
69,7.900000000000001e-09,1.0263893e0,7.900000000000001e-09,8.883059e-1
70,8e-09,1.0259038e0,8e-09,8.878003e-1
71,8.1e-09,1.0254343e0,8.1e-09,8.873331e-1
72,8.199999999999999e-09,1.0249555e0,8.199999999999999e-09,8.868644e-1
73,8.299999999999998e-09,1.0244231e0,8.299999999999998e-09,8.863735e-1
74,8.399999999999997e-09,1.0240145e0,8.399999999999997e-09,8.858798e-1
75,8.499999999999997e-09,1.0235017e0,8.499999999999997e-09,8.853761e-1
76,8.599999999999996e-09,1.0230512e0,8.599999999999996e-09,8.85029e-1
77,8.699999999999995e-09,1.0226968e0,8.699999999999995e-09,8.845709e-1
78,8.799999999999994e-09,1.0222563e0,8.799999999999994e-09,8.841783e-1
79,8.899999999999994e-09,1.0217542e0,8.899999999999994e-09,8.837013e-1
80,8.999999999999993e-09,1.0213792e0,8.999999999999993e-09,8.832471e-1
81,9.099999999999992e-09,1.0209541e0,9.099999999999992e-09,8.828123e-1
82,9.199999999999991e-09,1.0204988e0,9.199999999999991e-09,8.824097e-1
83,9.29999999999999e-09,1.0200176e0,9.29999999999999e-09,8.819677e-1
84,9.39999999999999e-09,1.0196408e0,9.39999999999999e-09,8.815528e-1
85,9.499999999999989e-09,1.0193072e0,9.499999999999989e-09,8.811857e-1
86,9.599999999999988e-09,1.0188622e0,9.599999999999988e-09,8.807747e-1
87,9.699999999999988e-09,1.0184037e0,9.699999999999988e-09,8.803937e-1
88,9.799999999999987e-09,1.0180729e0,9.799999999999987e-09,8.799891e-1
89,9.899999999999986e-09,1.0176324e0,9.899999999999986e-09,8.796613e-1
90,9.999999999999985e-09,1.0172798e0,9.999999999999985e-09,8.792835e-1
91,1.0099999999999985e-08,1.0168982e0,1.0099999999999985e-08,8.78863e-1
92,1.0199999999999984e-08,1.016484e0,1.0199999999999984e-08,8.784847e-1
93,1.0299999999999983e-08,1.0161726e0,1.0299999999999983e-08,8.780671e-1
94,1.0399999999999982e-08,1.0157595e0,1.0399999999999982e-08,8.776808e-1
95,1.0499999999999982e-08,1.0152773e0,1.0499999999999982e-08,8.773293e-1
96,1.059999999999998e-08,1.0150135e0,1.059999999999998e-08,8.769663e-1
97,1.069999999999998e-08,1.014676e0,1.069999999999998e-08,8.766269e-1
98,1.079999999999998e-08,1.0142849e0,1.079999999999998e-08,8.762623e-1
99,1.0899999999999978e-08,1.0138473e0,1.0899999999999978e-08,8.760023e-1
