,Col001volt,Col001curr,Col002volt,Col002curr,Col003volt,Col003curr,Col004volt,Col004curr,Col005volt,Col005curr,Col006volt,Col006curr,Col007volt,Col007curr,Col008volt,Col008curr,Col009volt,Col009curr,Col010volt,Col010curr
34,0.8728,8.000000000000001e-07,0.609041,8.000000000000001e-07,0.60652,8.000000000000001e-07,0.88686,8.000000000000001e-07,0.884539,8.000000000000001e-07,0.806046,8.000000000000001e-07,0.785256,8.000000000000001e-07,0.743081,8.000000000000001e-07,0.740836,8.000000000000001e-07,0.672095,8.000000000000001e-07
35,0.867296,9.000000000000001e-07,0.600023,9.000000000000001e-07,0.597557,9.000000000000001e-07,0.882016,9.000000000000001e-07,0.879561,9.000000000000001e-07,0.799048,9.000000000000001e-07,0.778853,9.000000000000001e-07,0.736677,9.000000000000001e-07,0.734895,9.000000000000001e-07,0.665815,9.000000000000001e-07
36,0.86234,1e-06,0.591825,1e-06,0.589338,1e-06,0.877598,1e-06,0.875135,1e-06,0.792826,1e-06,0.773266,1e-06,0.730382,1e-06,0.729327,1e-06,0.660164,1e-06
37,0.8268,2e-06,0.526155,2e-06,0.522953,2e-06,0.847918,2e-06,0.844927,2e-06,0.750631,2e-06,0.736888,2e-06,0.693774,2e-06,0.693263,2e-06,0.621655,2e-06
38,0.803427,3e-06,0.466083,3e-06,0.461712,3e-06,0.829925,3e-06,0.826578,3e-06,0.726469,3e-06,0.716632,3e-06,0.673146,3e-06,0.672769,3e-06,0.597218,3e-06
39,0.785558,4e-06,0.405041,4e-06,0.399682,4e-06,0.816787,4e-06,0.813131,4e-06,0.710053,4e-06,0.702803,4e-06,0.658862,4e-06,0.658142,4e-06,0.578107,4e-06
40,0.77076,5e-06,0.347472,5e-06,0.341739,5e-06,0.806215,5e-06,0.802511,5e-06,0.698205,5e-06,0.692499,5e-06,0.647325,5e-06,0.646592,5e-06,0.561632,5e-06
41,0.758248,6e-06,0.300164,6e-06,0.295335,6e-06,0.797418,6e-06,0.793639,6e-06,0.688975,6e-06,0.684282,6e-06,0.637715,6e-06,0.636957,6e-06,0.546562,6e-06
42,0.74735,7e-06,0.267034,7e-06,0.263452,7e-06,0.789885,7e-06,0.786042,7e-06,0.681761,7e-06,0.677442,7e-06,0.62946,7e-06,0.628615,7e-06,0.532286,7e-06
43,0.737652,8e-06,0.245159,8e-06,0.24251,8e-06,0.783233,8e-06,0.779295,8e-06,0.675314,8e-06,0.671542,8e-06,0.622094,8e-06,0.621275,8e-06,0.518431,8e-06
44,0.729029,9e-06,0.230589,9e-06,0.228883,9e-06,0.777228,9e-06,0.773284,9e-06,0.669721,9e-06,0.666353,9e-06,0.615479,9e-06,0.614671,9e-06,0.504729,9e-06
45,0.721242,1e-05,0.221995,1e-05,0.22074,1e-05,0.771789,1e-05,0.767447,1e-05,0.664701,1e-05,0.661752,1e-05,0.609474,1e-05,0.608637,1e-05,0.491157,1e-05
