,Col001Vs,Col001Id,Col001Vi,Col002Vs,Col002Id,Col002Vi,Col003Vs,Col003Id,Col003Vi,Col004Vs,Col004Id,Col004Vi,Col005Vs,Col005Id,Col005Vi,Col006Vs,Col006Id,Col006Vi,Col007Vs,Col007Id,Col007Vi,Col008Vs,Col008Id,Col008Vi,Col009Vs,Col009Id,Col009Vi,Col010Vs,Col010Id,Col010Vi,Col011Vs,Col011Id,Col011Vi,Col012Vs,Col012Id,Col012Vi,Col013Vs,Col013Id,Col013Vi,Col014Vs,Col014Id,Col014Vi,Col015Vs,Col015Id,Col015Vi,Col016Vs,Col016Id,Col016Vi,Col017Vs,Col017Id,Col017Vi,Col018Vs,Col018Id,Col018Vi,Col019Vs,Col019Id,Col019Vi,Col020Vs,Col020Id,Col020Vi,Col021Vs,Col021Id,Col021Vi,Col022Vs,Col022Id,Col022Vi,Col023Vs,Col023Id,Col023Vi,Col024Vs,Col024Id,Col024Vi,Col025Vs,Col025Id,Col025Vi,Col026Vs,Col026Id,Col026Vi,Col027Vs,Col027Id,Col027Vi,Col028Vs,Col028Id,Col028Vi,Col029Vs,Col029Id,Col029Vi,Col030Vs,Col030Id,Col030Vi,Col031Vs,Col031Id,Col031Vi,Col032Vs,Col032Id,Col032Vi
10,1.15068,2e-11,0.299629,1.09598,2e-11,1.02138,1.09538,2e-11,0.986758,1.14901,2e-11,1.03976,1.14937,2e-11,0.996745,1.13872,2e-11,0.992295,1.13148,2e-11,1.0332,1.11837,2e-11,1.03254,1.11647,2e-11,1.00358,1.08516,2e-11,1.03387,1.08404,2e-11,1.03805,1.1506,2e-11,1.03944,1.15048,2e-11,1.03947,1.08948,2e-11,1.03004,1.08946,2e-11,0.996311,1.14961,2e-11,1.00279,1.14699,2e-11,1.01116,0.87332,2e-11,1.05002,0.876357,2e-11,1.04981,1.03532,2e-11,1.02487,1.0776,2e-11,1.02985,0.938346,2e-11,1.01849,0.937246,2e-11,1.05418,0.885837,2e-11,1.00945,0.904769,2e-11,1.03114,0.850818,2e-11,1.02669,0.859024,2e-11,1.06156,1.00001,2e-11,1.02326,0.994395,2e-11,1.01505,0.835054,2e-11,1.01769,0.849257,2e-11,1.0552,0.255894,2e-11,1.09264
11,1.15063,3e-11,0.361509,1.09285,3e-11,1.01715,1.09213,3e-11,1.02298,1.14865,3e-11,1.0493,1.14903,3e-11,1.00207,1.13736,3e-11,1.01421,1.12941,3e-11,1.00201,1.11574,3e-11,1.04007,1.11367,3e-11,1.01922,1.08051,3e-11,1.01593,1.0808,3e-11,1.03899,1.15059,3e-11,1.00771,1.15038,3e-11,1.01794,1.08629,3e-11,1.05426,1.08609,3e-11,1.05699,1.14935,3e-11,1.02798,1.14647,3e-11,1.03562,0.868559,3e-11,1.03544,0.872315,3e-11,1.03694,1.03112,3e-11,1.0082,1.07379,3e-11,1.00639,0.934347,3e-11,1.04199,0.933296,3e-11,1.06502,0.881806,3e-11,1.01968,0.900914,3e-11,1.05669,0.846841,3e-11,1.05397,0.854983,3e-11,1.06781,0.995735,3e-11,1.06104,0.990268,3e-11,1.0377,0.831053,3e-11,1.04005,0.845381,3e-11,1.07732,0.255709,3e-11,1.07113
12,1.15072,4e-11,0.396118,1.08863,4e-11,1.01172,1.08794,4e-11,1.06337,1.14822,4e-11,1.05606,1.14864,4e-11,1.03649,1.13538,4e-11,1.03867,1.12676,4e-11,1.04016,1.11217,4e-11,1.01889,1.11005,4e-11,1.06883,1.07645,4e-11,1.02439,1.07648,4e-11,1.04311,1.15052,4e-11,1.04349,1.15024,4e-11,1.03143,1.08198,4e-11,1.06939,1.08186,4e-11,1.04162,1.14904,4e-11,1.05579,1.14552,4e-11,1.06162,0.863488,4e-11,1.03953,0.86693,4e-11,1.04286,1.02569,4e-11,1.06752,1.06901,4e-11,1.06344,0.929174,4e-11,1.07338,0.928122,4e-11,1.07556,0.876589,4e-11,1.03996,0.89578,4e-11,1.08242,0.841448,4e-11,1.08289,0.849596,4e-11,1.05937,0.990401,4e-11,1.07124,0.984788,4e-11,1.06153,0.825982,4e-11,1.06711,0.839901,4e-11,1.08774,0.255646,4e-11,1.12964
13,1.1507,5e-11,0.397552,1.08378,5e-11,1.03235,1.08306,5e-11,1.07867,1.14755,5e-11,1.06139,1.14816,5e-11,1.08017,1.13284,5e-11,1.07001,1.12335,5e-11,1.08631,1.10817,5e-11,1.07693,1.10566,5e-11,1.04042,1.07166,5e-11,1.07535,1.07148,5e-11,1.0507,1.15032,5e-11,1.08362,1.14996,5e-11,1.08632,1.07716,5e-11,1.08312,1.07682,5e-11,1.05193,1.14828,5e-11,1.08594,1.1445,5e-11,1.08847,0.857625,5e-11,1.07334,0.860717,5e-11,1.10779,1.01974,5e-11,1.0873,1.06356,5e-11,1.07031,0.92342,5e-11,1.10063,0.922302,5e-11,1.08112,0.870829,5e-11,1.0671,0.889826,5e-11,1.10366,0.835742,5e-11,1.11081,0.843634,5e-11,1.05626,0.984176,5e-11,1.07239,0.978674,5e-11,1.09316,0.820043,5e-11,1.09603,0.834049,5e-11,1.09009,0.255129,5e-11,1.1365
14,1.15069,6e-11,0.444206,1.07842,6e-11,1.08901,1.07788,6e-11,1.07377,1.14686,6e-11,1.06944,1.14732,6e-11,1.10093,1.12989,6e-11,1.10139,1.11968,6e-11,1.06327,1.10365,6e-11,1.08852,1.10121,6e-11,1.07882,1.06661,6e-11,1.09478,1.06634,6e-11,1.05712,1.14993,6e-11,1.07729,1.14977,6e-11,1.06677,1.07196,6e-11,1.0894,1.07169,6e-11,1.1066,1.14784,6e-11,1.10366,1.14309,6e-11,1.10493,0.85145,6e-11,1.11736,0.854573,6e-11,1.09455,1.01328,6e-11,1.07257,1.05805,6e-11,1.05922,0.917233,6e-11,1.11563,0.916076,6e-11,1.08921,0.864706,6e-11,1.09816,0.883769,6e-11,1.11815,0.829603,6e-11,1.12761,0.837259,6e-11,1.08399,0.977684,6e-11,1.06532,0.972111,6e-11,1.11287,0.813197,6e-11,1.13267,0.82793,6e-11,1.09843,0.255257,6e-11,1.12491
15,1.15079,7e-11,0.532665,1.07321,7e-11,1.102,1.07283,7e-11,1.06878,1.14588,7e-11,1.07271,1.14665,7e-11,1.09811,1.12694,7e-11,1.12054,1.11507,7e-11,1.1145,1.09947,7e-11,1.07318,1.09675,7e-11,1.11902,1.06183,7e-11,1.07483,1.06129,7e-11,1.07145,1.14966,7e-11,1.07235,1.14946,7e-11,1.08985,1.06698,7e-11,1.09417,1.06675,7e-11,1.08154,1.14697,7e-11,1.11452,1.14159,7e-11,1.11634,0.845436,7e-11,1.14161,0.848416,7e-11,1.1016,1.00703,7e-11,1.0912,1.05293,7e-11,1.09915,0.911351,7e-11,1.12541,0.910325,7e-11,1.09393,0.858798,7e-11,1.12612,0.877948,7e-11,1.12513,0.823527,7e-11,1.13965,0.831351,7e-11,1.1256,0.971654,7e-11,1.13111,0.965948,7e-11,1.12636,0.807586,7e-11,1.13481,0.821971,7e-11,1.10559,0.254988,7e-11,1.14256
16,1.15084,8e-11,0.576844,1.06845,8e-11,1.08507,1.06816,8e-11,1.0896,1.14498,8e-11,1.0852,1.1458,8e-11,1.09031,1.12411,8e-11,1.13207,1.11222,8e-11,1.12266,1.09565,8e-11,1.13528,1.09277,8e-11,1.08784,1.0573,8e-11,1.13401,1.05663,8e-11,1.08944,1.1495,8e-11,1.08894,1.1492,8e-11,1.12414,1.06245,8e-11,1.09726,1.06238,8e-11,1.11443,1.1462,8e-11,1.11903,1.14001,8e-11,1.12051,0.840084,8e-11,1.14132,0.842938,8e-11,1.16008,1.00151,8e-11,1.1416,1.04826,8e-11,1.1395,0.906048,8e-11,1.12677,0.90497,8e-11,1.10053,0.85342,8e-11,1.15631,0.872589,8e-11,1.13066,0.818209,8e-11,1.14583,0.825771,8e-11,1.16174,0.966175,8e-11,1.1157,0.960276,8e-11,1.13447,0.802995,8e-11,1.11885,0.816515,8e-11,1.11202,0.254714,8e-11,1.18891
17,1.15084,9e-11,0.614742,1.0644,9e-11,1.14161,1.06401,9e-11,1.12584,1.14401,9e-11,1.10207,1.14504,9e-11,1.10161,1.12144,9e-11,1.13638,1.10948,9e-11,1.10206,1.09222,9e-11,1.12593,1.08935,9e-11,1.12843,1.05339,9e-11,1.12706,1.05263,9e-11,1.10662,1.1492,9e-11,1.11554,1.14881,9e-11,1.14985,1.05852,9e-11,1.10075,1.05859,9e-11,1.15301,1.14537,9e-11,1.12144,1.13839,9e-11,1.11613,0.835145,9e-11,1.1226,0.838354,9e-11,1.13594,0.996923,9e-11,1.1392,1.04405,9e-11,1.1462,0.90141,9e-11,1.13096,0.900411,9e-11,1.11775,0.848794,9e-11,1.17122,0.867985,9e-11,1.13358,0.813587,9e-11,1.14527,0.821055,9e-11,1.16383,0.961557,9e-11,1.11809,0.955329,9e-11,1.1364,0.79828,9e-11,1.13957,0.811849,9e-11,1.12556,0.254805,9e-11,1.20943
18,1.15104,1e-10,0.66586,1.06095,1e-10,1.14005,1.06041,1e-10,1.16081,1.14304,1e-10,1.12369,1.14429,1e-10,1.1227,1.11902,1e-10,1.13473,1.10707,1e-10,1.15405,1.08945,1e-10,1.11623,1.08641,1e-10,1.15449,1.04997,1e-10,1.11887,1.04904,1e-10,1.12977,1.14882,1e-10,1.16142,1.14861,1e-10,1.14069,1.0551,1e-10,1.11373,1.05527,1e-10,1.15053,1.14473,1e-10,1.12178,1.13706,1e-10,1.11293,0.830954,1e-10,1.16761,0.834458,1e-10,1.15349,0.992926,1e-10,1.13043,1.04025,1e-10,1.13754,0.897417,1e-10,1.12871,0.896104,1e-10,1.16473,0.844676,1e-10,1.17868,0.863942,1e-10,1.13298,0.809558,1e-10,1.14803,0.817072,1e-10,1.15407,0.95749,1e-10,1.17211,0.951265,1e-10,1.13798,0.794205,1e-10,1.19048,0.807735,1e-10,1.14086,0.254999,1e-10,1.18408
19,1.15089,2e-10,0.813724,1.04142,2e-10,1.17797,1.04081,2e-10,1.21734,1.13658,2e-10,1.21506,1.13853,2e-10,1.19857,1.10489,2e-10,1.18538,1.09129,2e-10,1.19943,1.07218,2e-10,1.22315,1.06849,2e-10,1.22342,1.03017,2e-10,1.22599,1.02896,2e-10,1.20415,1.14671,2e-10,1.19348,1.14613,2e-10,1.17634,1.03565,2e-10,1.18338,1.03601,2e-10,1.18865,1.13904,2e-10,1.17286,1.12736,2e-10,1.19783,0.808918,2e-10,1.23307,0.81259,2e-10,1.24679,0.970698,2e-10,1.18162,1.01948,2e-10,1.1771,0.87628,2e-10,1.19315,0.87482,2e-10,1.22624,0.823458,2e-10,1.23223,0.842592,2e-10,1.19721,0.78798,2e-10,1.21695,0.79555,2e-10,1.20238,0.935788,2e-10,1.19757,0.92884,2e-10,1.19127,0.772647,2e-10,1.24118,0.785849,2e-10,1.21505,0.253804,2e-10,1.28532
20,1.14691,3e-10,1.02424,1.0286,3e-10,1.26073,1.02792,3e-10,1.23592,1.13107,3e-10,1.26066,1.13348,3e-10,1.25851,1.09496,3e-10,1.21326,1.08081,3e-10,1.21921,1.06083,3e-10,1.23274,1.05666,3e-10,1.26145,1.01722,3e-10,1.23457,1.01588,3e-10,1.25794,1.14449,3e-10,1.22141,1.1438,3e-10,1.25989,1.02277,3e-10,1.23811,1.02353,3e-10,1.21862,1.13387,3e-10,1.21494,1.11968,3e-10,1.26139,0.795015,3e-10,1.24469,0.798575,3e-10,1.24538,0.956717,3e-10,1.25042,1.00586,3e-10,1.22689,0.862649,3e-10,1.24138,0.861538,3e-10,1.23619,0.810031,3e-10,1.2627,0.82884,3e-10,1.24503,0.773995,3e-10,1.29362,0.781608,3e-10,1.25885,0.922196,3e-10,1.24484,0.914367,3e-10,1.22806,0.759128,3e-10,1.26227,0.77167,3e-10,1.28067,0.253554,3e-10,1.31627
21,1.12862,4e-10,1.22126,1.02007,4e-10,1.28011,1.01962,4e-10,1.24025,1.12688,4e-10,1.27861,1.12948,4e-10,1.24167,1.08838,4e-10,1.23951,1.0737,4e-10,1.27432,1.05338,4e-10,1.25091,1.04903,4e-10,1.28005,1.00904,4e-10,1.25336,1.00751,4e-10,1.29119,1.14264,4e-10,1.28294,1.14177,4e-10,1.25307,1.01467,4e-10,1.27167,1.0154,4e-10,1.25902,1.13004,4e-10,1.24795,1.1143,4e-10,1.27138,0.785882,4e-10,1.29143,0.789674,4e-10,1.29189,0.94775,4e-10,1.28788,0.99722,4e-10,1.27407,0.854221,4e-10,1.27739,0.85321,4e-10,1.30203,0.801682,4e-10,1.27659,0.820203,4e-10,1.28293,0.765366,4e-10,1.27453,0.772982,4e-10,1.30506,0.913549,4e-10,1.29721,0.905288,4e-10,1.2564,0.750488,4e-10,1.2743,0.762806,4e-10,1.30173,0.253503,4e-10,1.31434
22,1.12195,5e-10,1.27675,1.01364,5e-10,1.25897,1.01317,5e-10,1.26898,1.12337,5e-10,1.28511,1.12605,5e-10,1.27432,1.0832,5e-10,1.26245,1.06812,5e-10,1.30112,1.04755,5e-10,1.30273,1.04299,5e-10,1.2848,1.00253,5e-10,1.30622,1.00114,5e-10,1.30639,1.14105,5e-10,1.26139,1.13988,5e-10,1.266,1.00847,5e-10,1.29888,1.00933,5e-10,1.30655,1.12659,5e-10,1.27596,1.10981,5e-10,1.26135,0.779075,5e-10,1.32865,0.782827,5e-10,1.32741,0.940945,5e-10,1.26626,0.990685,5e-10,1.30976,0.847811,5e-10,1.30933,0.846882,5e-10,1.30189,0.795322,5e-10,1.28472,0.813749,5e-10,1.31046,0.758868,5e-10,1.316,0.766389,5e-10,1.33591,0.906921,5e-10,1.27382,0.898625,5e-10,1.27927,0.744233,5e-10,1.30789,0.755844,5e-10,1.29166,0.253889,5e-10,1.37556
23,1.11836,6e-10,1.30578,1.00834,6e-10,1.30348,1.00768,6e-10,1.30726,1.12026,6e-10,1.28556,1.12308,6e-10,1.3087,1.07877,6e-10,1.29084,1.06361,6e-10,1.28023,1.04258,6e-10,1.27773,1.03797,6e-10,1.29011,0.996996,6e-10,1.28427,0.995696,6e-10,1.31425,1.13934,6e-10,1.28819,1.13817,6e-10,1.31262,1.00322,6e-10,1.32218,1.00404,6e-10,1.28447,1.12367,6e-10,1.30139,1.10598,6e-10,1.28851,0.773293,6e-10,1.3477,0.776964,6e-10,1.30122,0.935336,6e-10,1.31524,0.985285,6e-10,1.31115,0.842396,6e-10,1.33652,0.841583,6e-10,1.2978,0.790057,6e-10,1.30216,0.808345,6e-10,1.33738,0.753114,6e-10,1.3448,0.760755,6e-10,1.3343,0.901428,6e-10,1.31259,0.893064,6e-10,1.30616,0.738979,6e-10,1.34705,0.75052,6e-10,1.34736,0.254163,6e-10,1.35953
24,1.11516,7e-10,1.30956,1.00353,7e-10,1.32253,1.00294,7e-10,1.33367,1.11733,7e-10,1.28836,1.12035,7e-10,1.29183,1.07497,7e-10,1.31425,1.05943,7e-10,1.28574,1.03829,7e-10,1.293,1.03355,7e-10,1.29111,0.992419,7e-10,1.30776,0.99105,7e-10,1.31356,1.13791,7e-10,1.32203,1.13663,7e-10,1.28676,0.998858,7e-10,1.33252,0.999592,7e-10,1.30894,1.1211,7e-10,1.32365,1.10257,7e-10,1.32572,0.768604,7e-10,1.34785,0.77212,7e-10,1.34504,0.930564,7e-10,1.32236,0.980606,7e-10,1.3027,0.837972,7e-10,1.33996,0.837098,7e-10,1.35238,0.785563,7e-10,1.32112,0.803721,7e-10,1.35802,0.748534,7e-10,1.31781,0.756203,7e-10,1.326,0.896699,7e-10,1.33753,0.888355,7e-10,1.32837,0.734303,7e-10,1.36507,0.74589,7e-10,1.35494,0.254128,7e-10,1.36442
25,1.11229,8e-10,1.31063,0.999354,8e-10,1.29765,0.9987,8e-10,1.32831,1.11477,8e-10,1.29113,1.11782,8e-10,1.2915,1.07147,8e-10,1.3354,1.0559,8e-10,1.31627,1.03449,8e-10,1.32793,1.02964,8e-10,1.29572,0.988268,8e-10,1.34093,0.986901,8e-10,1.31609,1.13645,8e-10,1.30788,1.13501,8e-10,1.31348,0.994854,8e-10,1.33801,0.995595,8e-10,1.33962,1.11849,8e-10,1.33741,1.09922,8e-10,1.3207,0.764157,8e-10,1.32692,0.7677,8e-10,1.35971,0.926289,8e-10,1.30735,0.976423,8e-10,1.30308,0.834038,8e-10,1.32423,0.833125,8e-10,1.33532,0.781577,8e-10,1.34412,0.799674,8e-10,1.36489,0.744419,8e-10,1.36165,0.751962,8e-10,1.33228,0.892625,8e-10,1.30962,0.88414,8e-10,1.34988,0.730462,8e-10,1.35716,0.741829,8e-10,1.34326,0.254345,8e-10,1.4134
