# sweep_type: output
# time: 1675794790.2716584
# time_str: 07/02/2023 13:33
# t_int: 1.6666666666666667e-05
# delay: 0.001
# pulsed: False
# Drain voltage [V],Source current (Vg = 4) [A],Drain current (Vg = 4) [A],Gate current (Vg = 4) [A],Source current (Vg = 5) [A],Drain current (Vg = 5) [A],Gate current (Vg = 5) [A]
3.300000000000000266e+00,3.568091035609999989e-03,3.568089999999999890e-03,1.035609999999999901e-09,5.425170392352999908e-03,5.425169999999999992e-03,3.923530000000000202e-10
3.400000000000000355e+00,3.573683134939999954e-03,3.573680000000000086e-03,3.134939999999999930e-09,5.442810247995000586e-03,5.442810000000000183e-03,2.479949999999999796e-10
3.500000000000000000e+00,3.584434711100000122e-03,3.584429999999999995e-03,4.711100000000000409e-09,5.471630045326399648e-03,5.471629999999999897e-03,4.532640000000000283e-11
3.600000000000000089e+00,3.593906772040000083e-03,3.593900000000000133e-03,6.772039999999999705e-09,5.484969846506999175e-03,5.484969999999999603e-03,-1.534930000000000044e-10
3.700000000000000178e+00,3.589601775069999924e-03,3.589600000000000082e-03,1.775069999999999951e-09,5.492279604083000720e-03,5.492280000000000426e-03,-3.959169999999999885e-10
3.800000000000000266e+00,3.600346612219999885e-03,3.600349999999999991e-03,-3.387780000000000062e-09,5.517229382377000085e-03,5.517229999999999704e-03,-6.176230000000000085e-10
3.900000000000000355e+00,3.602068147940000031e-03,3.602070000000000185e-03,-1.852059999999999910e-09,5.520669306525000444e-03,5.520670000000000091e-03,-6.934750000000000274e-10
4.000000000000000000e+00,3.608516383400000097e-03,3.608520000000000044e-03,-3.616600000000000105e-09,5.538739345621000558e-03,5.538740000000000330e-03,-6.543789999999999589e-10
4.100000000000000533e+00,3.611527737909999824e-03,3.611529999999999949e-03,-2.262089999999999992e-09,5.543469412617000117e-03,5.543469999999999995e-03,-5.873830000000000178e-10
4.200000000000000178e+00,3.617555797780000210e-03,3.617560000000000133e-03,-4.202219999999999991e-09,5.550779613104999538e-03,5.550779999999999950e-03,-3.868949999999999859e-10
4.299999999999999822e+00,3.618847158939999739e-03,3.618849999999999845e-03,-2.841060000000000113e-09,5.560679822281000030e-03,5.560680000000000137e-03,-1.777189999999999991e-10
4.400000000000000355e+00,3.621855263860000035e-03,3.621860000000000183e-03,-4.736140000000000149e-09,5.574440016588399875e-03,5.574439999999999951e-03,1.658840000000000149e-11
4.500000000000000000e+00,3.630026660339999867e-03,3.630029999999999802e-03,-3.339660000000000025e-09,5.574870244487000089e-03,5.574869999999999999e-03,2.444869999999999747e-10
4.600000000000000533e+00,3.639498658309999954e-03,3.639499999999999940e-03,-1.341689999999999944e-09,5.585630451165000607e-03,5.585630000000000282e-03,4.511650000000000131e-10
4.700000000000000178e+00,3.635631159490000045e-03,3.635629999999999938e-03,1.159490000000000098e-09,5.597670468542000240e-03,5.597669999999999903e-03,4.685420000000000349e-10
4.800000000000000711e+00,3.647673208650000203e-03,3.647669999999999992e-03,3.208650000000000082e-09,5.599820391851999778e-03,5.599820000000000145e-03,3.918520000000000133e-10
4.900000000000000355e+00,3.651974977289999900e-03,3.651970000000000043e-03,4.977290000000000294e-09,5.604990269382000012e-03,5.604989999999999799e-03,2.693820000000000216e-10
5.000000000000000000e+00,3.652836793540000220e-03,3.652830000000000139e-03,6.793540000000000096e-09,5.607140087931899650e-03,5.607140000000000041e-03,8.793189999999999855e-11
5.100000000000000533e+00,3.654558186949999777e-03,3.654549999999999899e-03,8.186949999999999734e-09,5.616169874074000527e-03,5.616170000000000190e-03,-1.259259999999999899e-10
5.200000000000000178e+00,3.654987842439999871e-03,3.654979999999999948e-03,7.842439999999999649e-09,5.624339674420999850e-03,5.624340000000000242e-03,-3.255790000000000190e-10
5.300000000000000711e+00,3.661445257310000281e-03,3.661440000000000181e-03,5.257309999999999912e-09,5.626059432832999571e-03,5.626059999999999568e-03,-5.671669999999999916e-10
5.400000000000000355e+00,3.663160752746000021e-03,3.663159999999999940e-03,7.527459999999999771e-10,5.641979259912000000e-03,5.641980000000000432e-03,-7.400879999999999573e-10
5.500000000000000000e+00,3.672190574972000222e-03,3.672190000000000090e-03,5.749720000000000489e-10,5.639829253730000401e-03,5.639830000000000190e-03,-7.462700000000000503e-10
5.600000000000000533e+00,3.674340327525999709e-03,3.674339999999999898e-03,3.275260000000000227e-10,5.642409308195999243e-03,5.642409999999999613e-03,-6.918039999999999615e-10
5.700000000000000178e+00,3.677350099794599904e-03,3.677349999999999803e-03,9.979460000000000454e-11,5.648429434671000532e-03,5.648430000000000291e-03,-5.653290000000000441e-10
5.800000000000000711e+00,3.684670042486000094e-03,3.684670000000000133e-03,4.248599999999999809e-11,5.658329642676999428e-03,5.658329999999999610e-03,-3.573229999999999871e-10
5.900000000000000355e+00,3.688540075066699953e-03,3.688540000000000135e-03,7.506670000000000042e-11,5.660479849013000039e-03,5.660479999999999852e-03,-1.509869999999999874e-10
6.000000000000000000e+00,3.685960143903999672e-03,3.685959999999999844e-03,1.439039999999999975e-10,5.667790056854999682e-03,5.667789999999999807e-03,5.685500000000000038e-11
6.100000000000000533e+00,3.692410346405999941e-03,3.692410000000000136e-03,3.464060000000000133e-10,5.672950279908000812e-03,5.672950000000000388e-03,2.799080000000000016e-10
6.200000000000000178e+00,3.688970550578000041e-03,3.688970000000000183e-03,5.505779999999999572e-10,5.670800411233000056e-03,5.670800000000000146e-03,4.112330000000000108e-10
6.300000000000000711e+00,3.694560737875999829e-03,3.694559999999999945e-03,7.378760000000000067e-10,5.683710377649999618e-03,5.683709999999999804e-03,3.776499999999999832e-10
6.400000000000000355e+00,3.697570973960999808e-03,3.697569999999999850e-03,9.739609999999999209e-10,5.686290303132000498e-03,5.686290000000000094e-03,3.031319999999999826e-10
6.500000000000000000e+00,3.702301338660000073e-03,3.702299999999999949e-03,1.338660000000000007e-09,5.688010148749000384e-03,5.688010000000000288e-03,1.487489999999999947e-10
6.600000000000000533e+00,3.704453159510000173e-03,3.704450000000000191e-03,3.159509999999999980e-09,5.700059935724299635e-03,5.700059999999999849e-03,-6.427569999999999601e-11
6.700000000000000178e+00,3.710055178989999768e-03,3.710049999999999893e-03,5.178989999999999711e-09,5.701779739914000431e-03,5.701780000000000043e-03,-2.600859999999999950e-10
6.800000000000000711e+00,3.710056810429999789e-03,3.710049999999999893e-03,6.810430000000000025e-09,5.706079498158999480e-03,5.706079999999999659e-03,-5.018410000000000044e-10
6.900000000000000355e+00,3.720376967590000375e-03,3.720370000000000187e-03,6.967589999999999924e-09,5.703499271606999807e-03,5.703500000000000236e-03,-7.283930000000000302e-10
7.000000000000000000e+00,3.719945448250000161e-03,3.719940000000000139e-03,5.448249999999999668e-09,5.708229182222000070e-03,5.708229999999999901e-03,-8.177780000000000271e-10
7.100000000000000533e+00,3.724672975219999859e-03,3.724669999999999804e-03,2.975219999999999989e-09,5.715969218309999850e-03,5.715969999999999905e-03,-7.816900000000000169e-10
7.200000000000000178e+00,3.719080180995999914e-03,3.719080000000000042e-03,1.809960000000000127e-10,5.709949284304000235e-03,5.709950000000000095e-03,-7.156959999999999861e-10
7.300000000000000711e+00,3.729399981836599865e-03,3.729399999999999903e-03,-1.816339999999999993e-11,5.710379469923000488e-03,5.710380000000000143e-03,-5.300769999999999677e-10
7.400000000000000355e+00,3.729829737408000157e-03,3.729829999999999951e-03,-2.625919999999999861e-10,5.726299687452999707e-03,5.726300000000000140e-03,-3.125469999999999961e-10
7.500000000000000000e+00,3.733279532575999732e-03,3.733279999999999845e-03,-4.674239999999999567e-10,5.724149877582999750e-03,5.724149999999999898e-03,-1.224170000000000023e-10
7.600000000000000533e+00,3.733279505008999834e-03,3.733279999999999845e-03,-4.949909999999999712e-10,5.734900110822000255e-03,5.734900000000000241e-03,1.108220000000000026e-10
7.700000000000000178e+00,3.730259550117999857e-03,3.730259999999999999e-03,-4.498820000000000187e-10,5.735330314326000413e-03,5.735330000000000289e-03,3.143260000000000062e-10
7.800000000000000711e+00,3.742739647689000224e-03,3.742740000000000043e-03,-3.523110000000000048e-10,5.747380351084000263e-03,5.747379999999999850e-03,3.510840000000000255e-10
7.900000000000000355e+00,3.746609857033000261e-03,3.746610000000000044e-03,-1.429669999999999986e-10,5.746510296114999521e-03,5.746509999999999813e-03,2.961150000000000161e-10
8.000000000000000000e+00,3.754350067715200249e-03,3.754350000000000048e-03,6.771519999999999484e-11,5.758130209567000231e-03,5.758130000000000193e-03,2.095670000000000064e-10
8.099999999999999645e+00,3.756940261695999785e-03,3.756939999999999846e-03,2.616960000000000029e-10,5.749099988853700015e-03,5.749100000000000044e-03,-1.114629999999999987e-11
8.200000000000001066e+00,3.754790499953000044e-03,3.754790000000000037e-03,4.999530000000000415e-10,5.752539773830000168e-03,5.752540000000000431e-03,-2.261700000000000058e-10
8.300000000000000711e+00,3.759950662857000376e-03,3.759950000000000184e-03,6.628569999999999993e-10,5.767159578521000203e-03,5.767160000000000342e-03,-4.214790000000000187e-10
8.400000000000000355e+00,3.765110652163999785e-03,3.765109999999999898e-03,6.521639999999999826e-10,5.766299341444000581e-03,5.766300000000000245e-03,-6.585560000000000159e-10
8.500000000000000000e+00,3.768980548741000022e-03,3.768979999999999900e-03,5.487410000000000182e-10,5.767589149309000109e-03,5.767590000000000390e-03,-8.506909999999999940e-10
8.599999999999999645e+00,3.769410319171999976e-03,3.769409999999999948e-03,3.191720000000000120e-10,5.775769139452000336e-03,5.775770000000000383e-03,-8.605479999999999735e-10
8.700000000000001066e+00,3.784470214411999722e-03,3.784469999999999848e-03,2.144120000000000036e-10,5.780929193248999891e-03,5.780930000000000096e-03,-8.067510000000000403e-10
8.800000000000000711e+00,3.778869999880433029e-03,3.778870000000000146e-03,-1.195669999999999993e-13,5.782219310869000581e-03,5.782220000000000242e-03,-6.891309999999999853e-10
8.900000000000000355e+00,3.783609779343000135e-03,3.783610000000000185e-03,-2.206569999999999909e-10,5.794699519042999930e-03,5.794699999999999851e-03,-4.809570000000000381e-10
9.000000000000000000e+00,3.792639546944000066e-03,3.792639999999999900e-03,-4.530560000000000018e-10,5.796419728552999751e-03,5.796420000000000045e-03,-2.714470000000000037e-10
9.099999999999999645e+00,3.808129422807999924e-03,3.808129999999999848e-03,-5.771919999999999648e-10,5.798569932549800347e-03,5.798570000000000287e-03,-6.745019999999999627e-11
9.200000000000001066e+00,3.802109438512999914e-03,3.802110000000000038e-03,-5.614869999999999657e-10,5.809320157269999736e-03,5.809319999999999762e-03,1.572699999999999904e-10
9.300000000000000711e+00,3.806839498660000241e-03,3.806840000000000137e-03,-5.013400000000000493e-10,5.818350303132000315e-03,5.818349999999999911e-03,3.031319999999999826e-10
9.400000000000000355e+00,3.818019658882999996e-03,3.818020000000000094e-03,-3.411169999999999812e-10,5.824810281411000115e-03,5.824809999999999710e-03,2.814110000000000222e-10
9.500000000000000000e+00,3.820169871568000058e-03,3.820169999999999903e-03,-1.284320000000000069e-10,5.831260218421999673e-03,5.831259999999999569e-03,2.184219999999999981e-10
9.600000000000001421e+00,3.826190060697800231e-03,3.826190000000000146e-03,6.069780000000000416e-11,5.829540059194100385e-03,5.829540000000000242e-03,5.919410000000000603e-11
9.700000000000001066e+00,3.842540297117000032e-03,3.842540000000000192e-03,2.971169999999999781e-10,5.841589847508999941e-03,5.841589999999999804e-03,-1.524909999999999907e-10
9.800000000000000711e+00,3.852000524346999803e-03,3.851999999999999955e-03,5.243470000000000299e-10,5.854919651030999171e-03,5.854919999999999569e-03,-3.489689999999999765e-10
9.900000000000000355e+00,3.863190592849999848e-03,3.863189999999999853e-03,5.928499999999999742e-10,5.862229415457000450e-03,5.862230000000000392e-03,-5.845429999999999531e-10
1.000000000000000000e+01,3.860610528189999981e-03,3.860609999999999997e-03,5.281900000000000134e-10,5.876859190576000196e-03,5.876860000000000243e-03,-8.094240000000000165e-10
