# sweep_type: output
# time: 1675791205.9040434
# time_str: 07/02/2023 12:33
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0.0) [A],Drain current (Vg = 0.0) [A],Gate current (Vg = 0.0) [A],Source current (Vg = 1.0) [A],Drain current (Vg = 1.0) [A],Gate current (Vg = 1.0) [A],Source current (Vg = 2.0) [A],Drain current (Vg = 2.0) [A],Gate current (Vg = 2.0) [A],Source current (Vg = 3.0) [A],Drain current (Vg = 3.0) [A],Gate current (Vg = 3.0) [A],Source current (Vg = 4.0) [A],Drain current (Vg = 4.0) [A],Gate current (Vg = 4.0) [A],Source current (Vg = 5.0) [A],Drain current (Vg = 5.0) [A],Gate current (Vg = 5.0) [A],Source current (Vg = 6.0) [A],Drain current (Vg = 6.0) [A],Gate current (Vg = 6.0) [A],Source current (Vg = 7.0) [A],Drain current (Vg = 7.0) [A],Gate current (Vg = 7.0) [A],Source current (Vg = 8.0) [A],Drain current (Vg = 8.0) [A],Gate current (Vg = 8.0) [A],Source current (Vg = 9.0) [A],Drain current (Vg = 9.0) [A],Gate current (Vg = 9.0) [A],Source current (Vg = 10.0) [A],Drain current (Vg = 10.0) [A],Gate current (Vg = 10.0) [A]
1.100000000000000089e+00,-1.181480300000000032e-08,-2.431029999999999928e-10,-1.157169999999999965e-08,2.171962599999999851e-08,-3.205739999999999933e-10,2.204019999999999840e-08,6.642063999999999740e-09,-1.515659999999999913e-10,6.793629999999999834e-09,3.088709999999999977e-10,-1.552689999999999888e-10,4.641400000000000123e-10,-6.249349999999999725e-10,-1.529000000000000097e-10,-4.720350000000000145e-10,3.346190000000000208e-10,-1.535219999999999947e-10,4.881410000000000414e-10,-7.593300000000000031e-10,-1.619349999999999945e-10,-5.973949999999999828e-10,-6.822489999999999877e-10,-1.642099999999999944e-10,-5.180389999999999934e-10,-3.041030000000000406e-10,-1.580460000000000041e-10,-1.460570000000000107e-10,3.101129883626999907e-03,-1.163729999999999946e-10,3.101130000000000119e-03,1.269319984188899998e-02,-1.581109999999999930e-10,1.269319999999999997e-02
1.200000000000000178e+00,-1.121455099999999899e-08,-2.316510000000000048e-10,-1.098289999999999937e-08,2.100246699999999838e-08,-3.005330000000000209e-10,2.130299999999999892e-08,6.805459999999999782e-09,-1.411300000000000079e-10,6.946590000000000100e-09,3.033019999999999934e-10,-1.404569999999999990e-10,4.437590000000000182e-10,-6.033300000000000248e-10,-1.448210000000000058e-10,-4.585089999999999932e-10,3.395490000000000235e-10,-1.419130000000000041e-10,4.814620000000000275e-10,-7.463459999999999785e-10,-1.451100000000000035e-10,-6.012359999999999491e-10,-6.604120000000000145e-10,-1.480499999999999954e-10,-5.123619999999999932e-10,-2.643730000000000134e-10,-1.370170000000000088e-10,-1.273560000000000046e-10,3.109289885814999800e-03,-1.141850000000000043e-10,3.109289999999999797e-03,1.274039986326300049e-02,-1.367370000000000108e-10,1.274040000000000068e-02
1.300000000000000044e+00,-1.039318800000000119e-08,-2.191880000000000035e-10,-1.017400000000000064e-08,2.080526699999999910e-08,-2.877330000000000237e-10,2.109299999999999902e-08,6.926910000000000019e-09,-1.311999999999999967e-10,7.058109999999999732e-09,2.879569999999999808e-10,-1.370909999999999974e-10,4.250479999999999781e-10,-5.768819999999999937e-10,-1.365749999999999911e-10,-4.403069999999999768e-10,3.364400000000000293e-10,-1.333329999999999934e-10,4.697730000000000486e-10,-7.265160000000000583e-10,-1.284530000000000061e-10,-5.980630000000000264e-10,-6.348840000000000174e-10,-1.298690000000000041e-10,-5.050150000000000392e-10,-2.391570000000000045e-10,-1.366809999999999957e-10,-1.024759999999999959e-10,3.095969898773000099e-03,-1.012269999999999959e-10,3.095969999999999972e-03,1.270179986561899982e-02,-1.343809999999999881e-10,1.270179999999999920e-02
1.400000000000000133e+00,4.398183799999999769e-08,-2.070619999999999980e-10,4.418890000000000071e-08,1.925552899999999926e-08,-2.656709999999999814e-10,1.952120000000000079e-08,7.023662999999999840e-09,-1.234570000000000060e-10,7.147119999999999614e-09,2.827360000000000150e-10,-1.204269999999999916e-10,4.031630000000000066e-10,-5.405039999999999773e-10,-1.185660000000000019e-10,-4.219379999999999754e-10,3.440860000000000151e-10,-1.158350000000000063e-10,4.599210000000000086e-10,-7.234740000000000186e-10,-1.235740000000000015e-10,-5.998999999999999653e-10,-6.235100000000000523e-10,-1.273440000000000051e-10,-4.961660000000000214e-10,-1.999706000000000187e-10,-1.213720000000000075e-10,-7.859859999999999832e-11,3.103279915603200049e-03,-8.439680000000000163e-11,3.103279999999999927e-03,1.272759987824099992e-02,-1.217589999999999928e-10,1.272760000000000037e-02
1.500000000000000000e+00,4.335361200000000102e-08,3.679119999999999905e-10,4.298570000000000222e-08,1.919824399999999928e-08,-2.513560000000000159e-10,1.944960000000000033e-08,7.009091000000000152e-09,-1.042689999999999969e-10,7.113360000000000342e-09,2.756390000000000343e-10,-1.088129999999999969e-10,3.844520000000000182e-10,-5.160670000000000337e-10,-1.113289999999999963e-10,-4.047380000000000245e-10,3.354640000000000319e-10,-1.077590000000000024e-10,4.432230000000000213e-10,-7.102009999999999963e-10,-1.128060000000000006e-10,-5.973949999999999828e-10,-5.990170000000000419e-10,-1.130350000000000005e-10,-4.859820000000000285e-10,-1.636326999999999896e-10,-1.074089999999999984e-10,-5.622369999999999761e-11,3.082659916107999970e-03,-8.389199999999999837e-11,3.082660000000000088e-03,1.264589989641700003e-02,-1.035830000000000056e-10,1.264589999999999985e-02
1.600000000000000089e+00,4.116638099999999853e-08,3.616809999999999942e-10,4.080469999999999745e-08,1.838289099999999824e-08,-2.372089999999999922e-10,1.862009999999999942e-08,7.026430999999999597e-09,-1.002290000000000036e-10,7.126659999999999872e-09,2.744323000000000119e-10,-9.147669999999999855e-11,3.659090000000000234e-10,-4.877650000000000212e-10,-1.010620000000000021e-10,-3.867029999999999932e-10,3.300059999999999976e-10,-1.006930000000000032e-10,4.306990000000000137e-10,-7.000969999999999658e-10,-1.013659999999999992e-10,-5.987309999999999666e-10,-5.766654000000000175e-10,-9.519140000000000331e-11,-4.814740000000000271e-10,-1.382033000000000164e-10,-1.008480000000000016e-10,-3.735530000000000179e-11,3.082229926879100079e-03,-7.312090000000000441e-11,3.082230000000000039e-03,1.270609990045639889e-02,-9.954359999999999682e-11,1.270609999999999969e-02
1.700000000000000178e+00,3.997280199999999975e-08,3.509020000000000152e-10,3.962189999999999694e-08,1.686787499999999910e-08,-2.163250000000000000e-10,1.708420000000000021e-08,6.900934600000000713e-09,-8.760540000000000231e-11,6.988540000000000354e-09,2.602366000000000255e-10,-9.080339999999999737e-11,3.510400000000000099e-10,-4.653116999999999928e-10,-9.130070000000000092e-11,-3.740109999999999919e-10,3.215689000000000185e-10,-9.026109999999999553e-11,4.118300000000000140e-10,-6.881509999999999535e-10,-8.941999999999999985e-11,-5.987309999999999666e-10,-5.579403000000000322e-10,-9.216129999999999586e-11,-4.657790000000000105e-10,-1.036862999999999897e-10,-8.469839999999999622e-11,-1.898789999999999990e-11,3.090389942362299983e-03,-5.763769999999999784e-11,3.090390000000000151e-03,1.271039991139579980e-02,-8.860420000000000408e-11,1.271040000000000017e-02
1.800000000000000044e+00,4.002268100000000133e-08,3.392809999999999992e-10,3.968340000000000050e-08,1.580732700000000219e-08,-2.016730000000000128e-10,1.600900000000000128e-08,6.898793999999999948e-09,-8.053600000000000499e-11,6.979330000000000134e-09,2.528066000000000315e-10,-7.918940000000000263e-11,3.319960000000000083e-10,-4.331274999999999604e-10,-7.564850000000000507e-11,-3.574789999999999812e-10,3.248688999999999968e-10,-7.326809999999999796e-11,3.981370000000000077e-10,-6.772394999999999752e-10,-8.168050000000000037e-11,-5.955589999999999490e-10,-5.321474000000000684e-10,-8.222939999999999937e-11,-4.499180000000000173e-10,-7.759680000000000960e-11,-7.914700000000000596e-11,1.550199999999999998e-12,3.073629946569800004e-03,-5.343020000000000229e-11,3.073629999999999939e-03,1.272329992233500046e-02,-7.766499999999999754e-11,1.272329999999999989e-02
1.900000000000000133e+00,3.743099699999999521e-08,3.279969999999999790e-10,3.710299999999999812e-08,1.631259500000000182e-08,-1.919049999999999954e-10,1.650450000000000065e-08,6.912020700000000101e-09,-6.218930000000000361e-11,6.974210000000000053e-09,2.405156999999999866e-10,-6.959529999999999851e-11,3.101109999999999851e-10,-4.056700999999999865e-10,-6.656009999999999383e-11,-3.391099999999999798e-10,3.152225999999999740e-10,-6.805240000000000273e-11,3.832750000000000025e-10,-6.674898999999999037e-10,-7.309990000000000520e-11,-5.943899999999999502e-10,-4.954587999999999931e-10,-6.707879999999999484e-11,-4.283800000000000241e-10,-5.416439999999999082e-11,-7.174499999999999368e-11,1.758059999999999963e-11,3.095119959191999608e-03,-4.080800000000000141e-11,3.095119999999999816e-03,1.268459993344260052e-02,-6.655739999999999910e-11,1.268460000000000074e-02
2.000000000000000000e+00,3.617142400000000291e-08,3.177239999999999980e-10,3.585370000000000162e-08,1.106566299999999974e-08,-1.757370000000000054e-10,1.124139999999999967e-08,6.794529000000000205e-09,-6.202100000000000482e-11,6.856550000000000275e-09,2.284130999999999957e-10,-5.713990000000000293e-11,2.855529999999999858e-10,-3.846161999999999896e-10,-6.487719999999999905e-11,-3.197390000000000164e-10,3.097449999999999990e-10,-6.367800000000000231e-11,3.734230000000000142e-10,-6.483357999999999606e-10,-5.745280000000000011e-11,-5.908829999999999540e-10,-4.727253999999999607e-10,-6.388040000000000152e-11,-4.088449999999999980e-10,-1.630409999999999956e-11,-5.525869999999999758e-11,3.895459999999999802e-11,3.087809960706699910e-03,-3.929329999999999939e-11,3.087809999999999860e-03,1.268199993916460135e-02,-6.083540000000000067e-11,1.268200000000000056e-02
2.100000000000000089e+00,3.611930799999999961e-08,3.066080000000000232e-10,3.581270000000000145e-08,1.056561499999999981e-08,-1.642849999999999915e-10,1.072990000000000035e-08,6.690012799999999796e-09,-5.040720000000000275e-11,6.740420000000000181e-09,2.134037999999999781e-10,-5.360519999999999781e-11,2.670089999999999824e-10,-3.583120999999999729e-10,-5.376910000000000280e-11,-3.045429999999999895e-10,3.058175999999999945e-10,-5.307839999999999969e-11,3.588959999999999878e-10,-6.406310999999999261e-10,-5.425609999999999941e-11,-5.863749999999999526e-10,-4.464475000000000240e-10,-5.596850000000000168e-11,-3.904790000000000223e-10,-3.923700000000001143e-12,-5.206240000000000160e-11,4.813870000000000045e-11,3.071489967270300044e-03,-3.272970000000000098e-11,3.071490000000000071e-03,1.269489994943080041e-02,-5.056920000000000307e-11,1.269490000000000028e-02
2.200000000000000178e+00,3.494072399999999971e-08,2.953240000000000030e-10,3.464539999999999867e-08,1.073227200000000043e-08,-1.459279999999999897e-10,1.087820000000000075e-08,6.546707400000000028e-09,-4.485260000000000055e-11,6.591559999999999931e-09,2.051081000000000178e-10,-4.603089999999999766e-11,2.511390000000000155e-10,-3.259878999999999802e-10,-4.148290000000000210e-11,-2.845049999999999910e-10,3.065789999999999812e-10,-4.062800000000000177e-11,3.472070000000000088e-10,-6.275487000000000707e-10,-4.651669999999999949e-11,-5.810320000000000259e-10,-4.106006999999999736e-10,-4.165970000000000272e-11,-3.689409999999999774e-10,2.893319999999999631e-11,-3.473510000000000292e-11,6.366829999999999923e-11,3.111009985446300165e-03,-1.455370000000000088e-11,3.111009999999999991e-03,1.268629996238960014e-02,-3.761039999999999815e-11,1.268629999999999931e-02
2.300000000000000266e+00,3.234596100000000139e-08,2.860610000000000010e-10,3.205989999999999845e-08,1.013149900000000011e-08,-1.381010000000000021e-10,1.026960000000000019e-08,6.448795899999999833e-09,-2.970409999999999982e-11,6.478499999999999910e-09,1.956627999999999874e-10,-3.559520000000000003e-11,2.312579999999999939e-10,-3.027318000000000030e-10,-3.592879999999999772e-11,-2.668030000000000247e-10,2.965999000000000089e-10,-3.524410000000000085e-11,3.318439999999999968e-10,-6.130768999999999594e-10,-3.171090000000000213e-11,-5.813659999999999960e-10,-3.918823999999999846e-10,-3.947140000000000082e-11,-3.524109999999999838e-10,4.677430000000000437e-11,-3.826789999999999691e-11,8.504220000000000128e-11,3.085229984773200148e-03,-1.522679999999999970e-11,3.085230000000000004e-03,1.266049996154179971e-02,-3.845819999999999702e-11,1.266049999999999988e-02
2.400000000000000355e+00,3.283957700000000239e-08,2.779769999999999801e-10,3.256160000000000220e-08,1.326260799999999850e-08,-1.269920000000000098e-10,1.338959999999999934e-08,6.319901100000000416e-09,-3.121890000000000140e-11,6.351120000000000294e-09,1.878960999999999898e-10,-2.431789999999999920e-11,2.122139999999999922e-10,-2.761108000000000388e-10,-2.700880000000000099e-11,-2.491020000000000152e-10,2.882993000000000117e-10,-2.885069999999999944e-11,3.171499999999999853e-10,-6.055431000000000159e-10,-2.918709999999999788e-11,-5.763560000000000309e-10,-3.600717000000000026e-10,-2.869769999999999878e-11,-3.313739999999999974e-10,8.007629999999999313e-11,-2.851070000000000048e-11,1.085869999999999968e-10,3.057739990831730321e-03,-9.168270000000000474e-12,3.057740000000000197e-03,1.267339996978970006e-02,-3.021029999999999700e-11,1.267339999999999960e-02
2.500000000000000000e+00,3.090586699999999956e-08,2.641670000000000040e-10,3.064170000000000101e-08,1.319676600000000050e-08,-1.007340000000000060e-10,1.329750000000000045e-08,6.179263499999999896e-09,-2.145649999999999849e-11,6.200719999999999656e-09,1.708482000000000046e-10,-2.532780000000000119e-11,1.961760000000000058e-10,-2.562061999999999646e-10,-2.280119999999999942e-11,-2.334049999999999814e-10,2.771598000000000421e-10,-2.245719999999999846e-11,2.996170000000000211e-10,-5.963117999999999342e-10,-2.279379999999999926e-11,-5.735179999999999834e-10,-3.322944999999999840e-10,-2.112249999999999931e-11,-3.111719999999999880e-10,1.102152999999999963e-10,-1.740770000000000144e-11,1.276229999999999945e-10,3.067189999414921160e-03,-5.850789999999999953e-13,3.067190000000000021e-03,1.266479997904750021e-02,-2.095250000000000145e-11,1.266480000000000036e-02
2.600000000000000089e+00,2.899099299999999909e-08,2.538930000000000144e-10,2.873709999999999995e-08,1.406173819999999971e-08,-8.996179999999999740e-11,1.415170000000000026e-08,6.017977499999999963e-09,-1.085250000000000046e-11,6.028830000000000159e-09,1.620569999999999813e-10,-1.691200000000000064e-11,1.789689999999999948e-10,-2.275575999999999980e-10,-1.085159999999999952e-11,-2.167060000000000114e-10,2.742533599999999844e-10,-9.165639999999999303e-12,2.834189999999999805e-10,-5.827395000000000431e-10,-1.656850000000000074e-11,-5.661710000000000294e-10,-3.013521999999999760e-10,-1.455719999999999860e-11,-2.867949999999999904e-10,1.322855000000000029e-10,-1.353849999999999931e-11,1.458240000000000023e-10,3.074920003285650048e-03,3.285649999999999838e-12,3.074920000000000084e-03,1.265619998325569900e-02,-1.674429999999999924e-11,1.265619999999999939e-02
2.700000000000000178e+00,2.897869900000000095e-08,2.415990000000000153e-10,2.873709999999999995e-08,1.476738680000000003e-08,-7.481319999999999711e-11,1.484220000000000071e-08,5.815296720000000245e-09,-2.773280000000000074e-12,5.818070000000000362e-09,1.512783600000000033e-10,-6.139639999999999878e-12,1.574179999999999934e-10,-2.076516899999999819e-10,-6.475689999999999845e-12,-2.011759999999999885e-10,2.614175400000000150e-10,-6.305460000000000074e-12,2.677230000000000070e-10,-5.622433470999999468e-10,-8.034709999999999799e-14,-5.621629999999999746e-10,-2.759254400000000017e-10,-8.665440000000000283e-12,-2.672600000000000159e-10,1.622317900000000042e-10,-5.968209999999999668e-12,1.681999999999999982e-10,3.075350018264299927e-03,1.826430000000000084e-11,3.075350000000000132e-03,1.265189999335516145e-02,-6.644839999999999785e-12,1.265190000000000065e-02
2.800000000000000266e+00,2.701168300000000213e-08,2.304829999999999888e-10,2.678120000000000095e-08,1.431045310000000093e-08,-7.144690000000000326e-11,1.438190000000000056e-08,5.675759594000000065e-09,9.295939999999999667e-13,5.674829999999999934e-09,1.416455600000000187e-10,1.434560000000000099e-12,1.402110000000000083e-10,-1.869251899999999967e-10,-3.951190000000000252e-12,-1.829739999999999980e-10,2.546127160000000041e-10,-7.532839999999999838e-13,2.553659999999999844e-10,-5.600869500000000374e-10,-1.930949999999999966e-12,-5.581560000000000317e-10,-2.493239099999999677e-10,-1.931909999999999994e-12,-2.473919999999999766e-10,1.854820400000000036e-10,-5.849599999999999632e-13,1.860670000000000100e-10,3.121750016076400153e-03,1.607640000000000044e-11,3.121749999999999959e-03,1.268630000648451016e-02,6.484509999999999801e-12,1.268629999999999931e-02
