# sweep_type: output
# time: 1675792851.7252045
# time_str: 07/02/2023 13:00
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 0.0) [A],Drain current (Vg = 0.0) [A],Gate current (Vg = 0.0) [A],Source current (Vg = 1.0) [A],Drain current (Vg = 1.0) [A],Gate current (Vg = 1.0) [A],Source current (Vg = 2.0) [A],Drain current (Vg = 2.0) [A],Gate current (Vg = 2.0) [A],Source current (Vg = 3.0) [A],Drain current (Vg = 3.0) [A],Gate current (Vg = 3.0) [A],Source current (Vg = 4.0) [A],Drain current (Vg = 4.0) [A],Gate current (Vg = 4.0) [A],Source current (Vg = 5.0) [A],Drain current (Vg = 5.0) [A],Gate current (Vg = 5.0) [A]
1.000000000000000000e+00,2.483578100000000118e-08,3.584809999999999949e-10,2.447730000000000108e-08,6.335207849999999728e-05,6.330150000000000371e-05,5.057849999999999858e-08,6.689294296000000695e-04,6.688990000000000343e-04,3.042960000000000005e-08,1.421490613343000167e-03,1.421490000000000080e-03,6.133429999999999984e-10,2.072784135010000400e-03,2.072780000000000195e-03,4.135010000000000179e-09,2.646890574758999776e-03,2.646889999999999833e-03,5.747589999999999795e-10
1.100000000000000089e+00,2.356188100000000126e-08,3.488809999999999970e-10,2.321300000000000080e-08,6.422426370000000107e-05,6.417390000000000572e-05,5.036369999999999722e-08,6.829863859999999853e-04,6.829590000000000183e-04,2.738600000000000118e-08,1.512260613510000044e-03,1.512260000000000080e-03,6.135099999999999835e-10,2.230664340150000004e-03,2.230660000000000195e-03,4.340150000000000155e-09,2.868560572420999957e-03,2.868560000000000033e-03,5.724209999999999820e-10
1.200000000000000178e+00,2.341817099999999990e-08,3.382710000000000202e-10,2.307990000000000009e-08,6.360947819999999097e-05,6.355979999999999410e-05,4.967820000000000077e-08,6.899725035999999855e-04,6.899469999999999995e-04,2.550359999999999949e-08,1.587540608002000007e-03,1.587539999999999915e-03,6.080019999999999855e-10,2.383374618439999901e-03,2.383370000000000107e-03,4.618440000000000028e-09,3.075600565742000071e-03,3.075599999999999948e-03,5.657419999999999681e-10
1.300000000000000044e+00,2.207476000000000040e-08,3.308599999999999824e-10,2.174390000000000057e-08,6.451306479999999839e-05,6.446620000000000291e-05,4.686479999999999889e-08,6.958580610999999961e-04,6.958339999999999925e-04,2.406110000000000162e-08,1.654650607667999818e-03,1.654649999999999914e-03,6.076680000000000154e-10,2.518024883429999944e-03,2.518020000000000154e-03,4.883430000000000372e-09,3.280910562069000013e-03,3.280910000000000163e-03,5.620689999999999954e-10
1.400000000000000133e+00,2.103575500000000187e-08,3.207549999999999951e-10,2.071500000000000053e-08,6.467802949999999708e-05,6.463139999999999922e-05,4.662950000000000074e-08,6.988618667000000197e-04,6.988400000000000514e-04,2.186670000000000019e-08,1.716170604495999849e-03,1.716169999999999935e-03,6.044959999999999979e-10,2.649225076289999769e-03,2.649219999999999874e-03,5.076290000000000055e-09,3.475890554889000342e-03,3.475890000000000143e-03,5.548890000000000264e-10
1.500000000000000000e+00,2.088424999999999724e-08,3.074500000000000085e-10,2.057679999999999867e-08,6.473706579999999767e-05,6.469059999999999351e-05,4.646580000000000306e-08,7.001727335999999649e-04,7.001530000000000167e-04,1.973360000000000142e-08,1.765640600155999945e-03,1.765639999999999961e-03,6.001559999999999901e-10,2.770105311100000064e-03,2.770100000000000166e-03,5.311099999999999992e-09,3.653660549880000021e-03,3.653659999999999981e-03,5.498799999999999664e-10
1.600000000000000089e+00,1.984866099999999907e-08,2.956609999999999988e-10,1.955299999999999979e-08,6.479452439999998966e-05,6.474989999999999479e-05,4.462439999999999823e-08,7.039003270000000279e-04,7.038800000000000438e-04,2.032700000000000063e-08,1.806070593479000000e-03,1.806069999999999898e-03,5.934789999999999934e-10,2.881095498850000120e-03,2.881090000000000213e-03,5.498850000000000300e-09,3.829710543702000147e-03,3.829710000000000059e-03,5.437020000000000111e-10
1.700000000000000178e+00,1.764624000000000171e-08,2.840399999999999828e-10,1.736220000000000111e-08,6.504788040000000283e-05,6.500409999999999652e-05,4.378040000000000073e-08,7.075400558000000291e-04,7.075220000000000337e-04,1.805579999999999880e-08,1.832310590641000056e-03,1.832309999999999972e-03,5.906410000000000493e-10,2.981325675850000044e-03,2.981319999999999977e-03,5.675849999999999999e-09,3.992410535353999902e-03,3.992410000000000056e-03,5.353539999999999486e-10
1.800000000000000044e+00,1.833346100000000082e-08,2.700610000000000045e-10,1.806339999999999948e-08,6.523456910000000064e-05,6.519040000000000522e-05,4.416910000000000208e-08,7.087654163999999651e-04,7.087499999999999616e-04,1.541639999999999900e-08,1.854680580624999946e-03,1.854680000000000044e-03,5.806250000000000500e-10,3.074245820619999660e-03,3.074239999999999785e-03,5.820620000000000110e-09,4.147360530343999728e-03,4.147360000000000109e-03,5.303439999999999834e-10
1.900000000000000133e+00,1.666382499999999999e-08,2.537250000000000208e-10,1.641010000000000147e-08,6.524149360000000596e-05,6.519890000000000353e-05,4.259360000000000230e-08,7.099941298999999694e-04,7.099790000000000137e-04,1.512989999999999839e-08,1.873610575450999948e-03,1.873609999999999946e-03,5.754510000000000222e-10,3.154255984329999794e-03,3.154249999999999936e-03,5.984330000000000158e-09,4.301460523165000042e-03,4.301460000000000006e-03,5.231650000000000230e-10
2.000000000000000000e+00,1.511667300000000062e-08,2.422730000000000070e-10,1.487439999999999984e-08,6.526128689999999755e-05,6.522009999999999581e-05,4.118689999999999805e-08,7.115600096999999966e-04,7.115459999999999667e-04,1.400969999999999971e-08,1.888670568273000117e-03,1.888670000000000062e-03,5.682729999999999669e-10,3.229976164399999978e-03,3.229969999999999977e-03,6.164399999999999930e-09,4.432310511810999901e-03,4.432310000000000069e-03,5.118110000000000227e-10
2.100000000000000089e+00,1.506217799999999997e-08,2.235780000000000007e-10,1.483859999999999961e-08,6.497310280000000138e-05,6.493210000000000127e-05,4.100280000000000238e-08,7.136749124000000329e-04,7.136630000000000144e-04,1.191239999999999952e-08,1.900710557755999923e-03,1.900709999999999900e-03,5.577560000000000124e-10,3.290626308660000391e-03,3.290620000000000177e-03,6.308659999999999595e-09,4.565310509306000526e-03,4.565310000000000375e-03,5.093060000000000402e-10
2.200000000000000178e+00,1.362728899999999968e-08,2.117889999999999911e-10,1.341550000000000025e-08,6.567497740000000073e-05,6.563509999999999776e-05,3.987740000000000211e-08,7.126153600000000726e-04,7.126040000000000369e-04,1.136000000000000048e-08,1.902860548073999954e-03,1.902859999999999925e-03,5.480739999999999832e-10,3.344826475430000019e-03,3.344820000000000085e-03,6.475429999999999837e-09,4.683680501292000059e-03,4.683679999999999961e-03,5.012920000000000511e-10
2.300000000000000266e+00,1.210773700000000050e-08,1.971370000000000038e-10,1.191059999999999979e-08,6.599906709999999767e-05,6.596120000000000130e-05,3.786710000000000296e-08,7.155366079999999707e-04,7.155259999999999659e-04,1.060799999999999976e-08,1.911470537724999910e-03,1.911469999999999966e-03,5.377250000000000224e-10,3.393436630439999793e-03,3.393429999999999797e-03,6.630440000000000112e-09,4.788270489603999557e-03,4.788269999999999853e-03,4.896039999999999773e-10
2.400000000000000355e+00,1.241149500000000006e-08,1.834949999999999955e-10,1.222800000000000037e-08,6.652112090000000843e-05,6.648220000000000529e-05,3.892090000000000277e-08,7.186223502299999817e-04,7.186179999999999695e-04,4.350229999999999773e-09,1.915770527207999929e-03,1.915770000000000016e-03,5.272079999999999645e-10,3.432156750140000039e-03,3.432150000000000131e-03,6.750140000000000019e-09,4.895020483926999962e-03,4.895019999999999927e-03,4.839269999999999771e-10
2.500000000000000000e+00,1.096450599999999895e-08,1.749060000000000110e-10,1.078959999999999922e-08,6.614246869999999942e-05,6.610520000000000534e-05,3.726869999999999808e-08,7.194695431099999315e-04,7.194649999999999700e-04,4.543110000000000041e-09,1.921790510181000137e-03,1.921790000000000043e-03,5.101809999999999984e-10,3.464416831479999979e-03,3.464409999999999799e-03,6.831480000000000071e-09,4.987560476079000264e-03,4.987560000000000257e-03,4.760789999999999645e-10
2.600000000000000089e+00,-4.864245000000000091e-09,1.632849999999999950e-10,-5.027530000000000319e-09,6.643754660000000432e-05,6.640169999999999818e-05,3.584660000000000151e-08,7.226037308699999849e-04,7.225989999999999844e-04,4.730870000000000229e-09,1.928670500666999996e-03,1.928669999999999950e-03,5.006669999999999628e-10,3.486786911800000052e-03,3.486780000000000088e-03,6.911800000000000058e-09,5.072790457377999822e-03,5.072789999999999765e-03,4.573780000000000102e-10
2.700000000000000178e+00,3.510269699999999943e-08,-9.860300000000000061e-11,3.520130000000000168e-08,6.683911800000000443e-05,6.680409999999999961e-05,3.501800000000000294e-08,7.197657856099999368e-04,7.197609999999999685e-04,4.785610000000000393e-09,1.935130490149999981e-03,1.935129999999999966e-03,4.901500000000000083e-10,3.508296900549999747e-03,3.508289999999999846e-03,6.900549999999999709e-09,5.144240434169999876e-03,5.144239999999999577e-03,4.341700000000000113e-10
2.800000000000000266e+00,3.451293000000000357e-08,5.299300000000000508e-10,3.398300000000000063e-08,6.654203990000001222e-05,6.650760000000000677e-05,3.443989999999999726e-08,7.229000368099999883e-04,7.228949999999999829e-04,5.036809999999999691e-09,1.935990475293000116e-03,1.935990000000000063e-03,4.752930000000000460e-10,3.518196778789999847e-03,3.518190000000000033e-03,6.778789999999999915e-09,5.213110409791999779e-03,5.213109999999999966e-03,4.097920000000000052e-10
2.900000000000000355e+00,3.433553499999999790e-08,5.368350000000000389e-10,3.379870000000000076e-08,6.680263480000000228e-05,6.677019999999999982e-05,3.243480000000000136e-08,7.227312169000000251e-04,7.227260000000000325e-04,5.216900000000000048e-09,1.937280465111000053e-03,1.937279999999999992e-03,4.651110000000000185e-10,3.530666727120000074e-03,3.530660000000000135e-03,6.727119999999999823e-09,5.266910387417999238e-03,5.266909999999999648e-03,3.874179999999999747e-10
3.000000000000000000e+00,3.303548199999999914e-08,5.317820000000000151e-10,3.250370000000000140e-08,6.694595950000000503e-05,6.691420000000000386e-05,3.175950000000000060e-08,7.263314271699999837e-04,7.263260000000000115e-04,5.427169999999999985e-09,1.936850447582999903e-03,1.936849999999999943e-03,4.475829999999999939e-10,3.546156704619999895e-03,3.546150000000000083e-03,6.704619999999999953e-09,5.317270366045999744e-03,5.317269999999999809e-03,3.660460000000000096e-10
3.100000000000000089e+00,3.078479300000000421e-08,5.231929999999999530e-10,3.026160000000000146e-08,6.732223039999999910e-05,6.729109999999999682e-05,3.113040000000000326e-08,7.243405992499999573e-04,7.243349999999999962e-04,5.599249999999999664e-09,1.944160444911999935e-03,1.944159999999999899e-03,4.449119999999999831e-10,3.563366610999999830e-03,3.563359999999999791e-03,6.610999999999999608e-09,5.368490350183999921e-03,5.368490000000000067e-03,3.501840000000000079e-10
3.200000000000000178e+00,3.122927700000000021e-08,5.120770000000000299e-10,3.071720000000000059e-08,6.638887809999999528e-05,6.635939999999999352e-05,2.947809999999999977e-08,7.266705684300000167e-04,7.266640000000000208e-04,6.568430000000000240e-09,1.949320438736000050e-03,1.949320000000000046e-03,4.387359999999999933e-10,3.564226472359999839e-03,3.564219999999999888e-03,6.472359999999999764e-09,5.390870324803999532e-03,5.390869999999999863e-03,3.248039999999999880e-10
3.300000000000000266e+00,2.884038800000000010e-08,5.034879999999999678e-10,2.833689999999999879e-08,6.666305279999999017e-05,6.663469999999999409e-05,2.835280000000000160e-08,7.286616431000000329e-04,7.286550000000000362e-04,6.643099999999999942e-09,1.951900414196999951e-03,1.951899999999999902e-03,4.141970000000000018e-10,3.574546349070000396e-03,3.574540000000000183e-03,6.349070000000000286e-09,5.430040304433999404e-03,5.430039999999999693e-03,3.044339999999999850e-10
3.400000000000000355e+00,2.755717800000000035e-08,4.896779999999999917e-10,2.706750000000000067e-08,6.692154209999999937e-05,6.689299999999999803e-05,2.854210000000000052e-08,7.316748584199999879e-04,7.316679999999999885e-04,6.858419999999999980e-09,1.955340399841999643e-03,1.955339999999999856e-03,3.998420000000000033e-10,3.579706193559999833e-03,3.579699999999999896e-03,6.193560000000000272e-09,5.453720280389999855e-03,5.453719999999999575e-03,2.803900000000000006e-10
3.500000000000000000e+00,2.784979400000000174e-08,4.751940000000000240e-10,2.737460000000000016e-08,6.772848569999999390e-05,6.770199999999999656e-05,2.648570000000000006e-08,7.313790879299999700e-04,7.313709999999999743e-04,8.087930000000000214e-09,1.956210391494999940e-03,1.956209999999999893e-03,3.914950000000000010e-10,3.588746074869999820e-03,3.588739999999999986e-03,6.074869999999999723e-09,5.470930260020000040e-03,5.470929999999999717e-03,2.600199999999999975e-10
3.600000000000000089e+00,2.572027300000000234e-08,4.699730000000000065e-10,2.525030000000000079e-08,6.725690459999999018e-05,6.723179999999999554e-05,2.510460000000000035e-08,7.317178930700000061e-04,7.317099999999999993e-04,7.893070000000000744e-09,1.959650375970999839e-03,1.959649999999999847e-03,3.759710000000000038e-10,3.590895916289999802e-03,3.590889999999999794e-03,5.916289999999999636e-09,5.484280235976000256e-03,5.484280000000000231e-03,2.359760000000000131e-10
3.700000000000000178e+00,2.446150500000000196e-08,4.602050000000000150e-10,2.400130000000000065e-08,6.707516270000000178e-05,6.704969999999999604e-05,2.546270000000000142e-08,7.332002249899999789e-04,7.331920000000000234e-04,8.224989999999999325e-09,1.966960358776999665e-03,1.966959999999999802e-03,3.587770000000000009e-10,3.599495735189999889e-03,3.599489999999999894e-03,5.735189999999999920e-09,5.506660221616999952e-03,5.506660000000000027e-03,2.216170000000000062e-10
3.800000000000000266e+00,2.495819999999999845e-08,4.500999999999999760e-10,2.450809999999999894e-08,6.701903219999999386e-05,6.699469999999999742e-05,2.433220000000000000e-08,7.339623047799999616e-04,7.339539999999999866e-04,8.304779999999999936e-09,1.965670335239999914e-03,1.965670000000000091e-03,3.352400000000000231e-10,3.603795567909999758e-03,3.603789999999999945e-03,5.567910000000000059e-09,5.514410196570999900e-03,5.514409999999999971e-03,1.965710000000000081e-10
3.900000000000000355e+00,2.286604200000000122e-08,4.413420000000000151e-10,2.242470000000000095e-08,6.756817160000001181e-05,6.754520000000000511e-05,2.297160000000000037e-08,7.356558593099999906e-04,7.356479999999999877e-04,7.859310000000000646e-09,1.966530311369000215e-03,1.966530000000000188e-03,3.113690000000000236e-10,3.608525397560000125e-03,3.608520000000000044e-03,5.397560000000000126e-09,5.531190180374999724e-03,5.531190000000000065e-03,1.803750000000000104e-10
4.000000000000000000e+00,2.144975299999999753e-08,4.327530000000000048e-10,2.101699999999999887e-08,6.752636259999999677e-05,6.750290000000000045e-05,2.346260000000000126e-08,7.345970833200000157e-04,7.345890000000000102e-04,8.083319999999999751e-09,1.970830285661999935e-03,1.970829999999999804e-03,2.856619999999999902e-10,3.611105217999999867e-03,3.611099999999999900e-03,5.217999999999999972e-09,5.539370161007000325e-03,5.539370000000000058e-03,1.610069999999999952e-10
4.100000000000000533e+00,2.188304800000000022e-08,4.258480000000000167e-10,2.145719999999999907e-08,6.767413300000000003e-05,6.765110000000000014e-05,2.303299999999999853e-08,7.397630286000000249e-04,7.397550000000000349e-04,8.028600000000000172e-09,1.977710261625000021e-03,1.977710000000000145e-03,2.616250000000000142e-10,3.625735111589999983e-03,3.625730000000000185e-03,5.111589999999999716e-09,5.553140141637999752e-03,5.553139999999999812e-03,1.416379999999999973e-10
4.200000000000000178e+00,2.101186399999999948e-08,4.145639999999999965e-10,2.059729999999999876e-08,6.816391369999999646e-05,6.814240000000000000e-05,2.151370000000000027e-08,7.395937104800000056e-04,7.395859999999999761e-04,7.710480000000000034e-09,1.979000237252999655e-03,1.978999999999999856e-03,2.372530000000000078e-10,3.624444901340000136e-03,3.624440000000000040e-03,4.901340000000000365e-09,5.558310118596000542e-03,5.558310000000000334e-03,1.185960000000000007e-10
4.299999999999999822e+00,1.901806399999999919e-08,4.017639999999999994e-10,1.861629999999999909e-08,6.761357970000000310e-05,6.759179999999999887e-05,2.177970000000000080e-08,7.408636214900000050e-04,7.408560000000000232e-04,7.621489999999999910e-09,1.982450216554000177e-03,1.982450000000000184e-03,2.165540000000000000e-10,3.627884730980000111e-03,3.627879999999999994e-03,4.730979999999999725e-09,5.566060098225800168e-03,5.566060000000000278e-03,9.822579999999999854e-11
4.400000000000000355e+00,1.830935399999999906e-08,3.943540000000000219e-10,1.791499999999999862e-08,6.785944340000000022e-05,6.783750000000000229e-05,2.194339999999999848e-08,7.410756531999999506e-04,7.410680000000000002e-04,7.653200000000000000e-09,1.979430195020000054e-03,1.979429999999999905e-03,1.950199999999999893e-10,3.630894524309999892e-03,3.630889999999999899e-03,4.524310000000000065e-09,5.571220076686599770e-03,5.571219999999999992e-03,7.668659999999999759e-11
4.500000000000000000e+00,1.832994899999999965e-08,3.842489999999999828e-10,1.794570000000000101e-08,6.807790419999999493e-05,6.805769999999999723e-05,2.020420000000000102e-08,7.416253207699999598e-04,7.416179999999999864e-04,7.320770000000000146e-09,1.979430175321999878e-03,1.979429999999999905e-03,1.753220000000000125e-10,3.633904354979999689e-03,3.633899999999999804e-03,4.354980000000000196e-09,5.576820051140199408e-03,5.576819999999999694e-03,5.114020000000000296e-11
4.600000000000000533e+00,1.621979600000000014e-08,3.727960000000000121e-10,1.584699999999999956e-08,6.779382059999999898e-05,6.777400000000000535e-05,1.982060000000000081e-08,7.412441033999999946e-04,7.412369999999999506e-04,7.103400000000000100e-09,1.989330154789999919e-03,1.989330000000000091e-03,1.547899999999999897e-10,3.635204161100000046e-03,3.635199999999999890e-03,4.161099999999999620e-09,5.589730034610200342e-03,5.589730000000000219e-03,3.461020000000000292e-11
4.700000000000000178e+00,1.514063299999999854e-08,3.635330000000000101e-10,1.477709999999999936e-08,6.837390809999999955e-05,6.835420000000000363e-05,1.970809999999999898e-08,7.431070261699999902e-04,7.431000000000000105e-04,7.026169999999999943e-09,1.996210130418999817e-03,1.996209999999999998e-03,1.304189999999999919e-10,3.647244011719999977e-03,3.647239999999999944e-03,4.011719999999999874e-09,5.595330013905899791e-03,5.595329999999999922e-03,1.390590000000000035e-11
4.800000000000000711e+00,1.550730700000000306e-08,3.514070000000000046e-10,1.515590000000000140e-08,6.885968829999998921e-05,6.884129999999999427e-05,1.838829999999999863e-08,7.470867331200000327e-04,7.470800000000000097e-04,6.733120000000000009e-09,1.990620104043999781e-03,1.990619999999999803e-03,1.040440000000000054e-10,3.650683827549999934e-03,3.650679999999999897e-03,3.827550000000000085e-09,5.600059995706439288e-03,5.600059999999999587e-03,-4.293559999999999731e-12
4.900000000000000355e+00,1.395818600000000137e-08,3.429859999999999879e-10,1.361520000000000071e-08,6.782231569999999838e-05,6.780360000000000250e-05,1.871570000000000062e-08,7.456894901800000062e-04,7.456830000000000229e-04,6.490180000000000019e-09,1.991910077835999746e-03,1.991909999999999948e-03,7.783600000000000398e-11,3.655843609629999894e-03,3.655840000000000044e-03,3.609630000000000076e-09,5.604369976505600009e-03,5.604370000000000011e-03,-2.349440000000000135e-11
5.000000000000000000e+00,1.233675999999999949e-08,3.340599999999999817e-10,1.200270000000000033e-08,6.842367990000000730e-05,6.840500000000000660e-05,1.867990000000000040e-08,7.477644738199999913e-04,7.477579999999999514e-04,6.473820000000000295e-09,1.989760050459699926e-03,1.989760000000000140e-03,5.045970000000000076e-11,3.656703408579999991e-03,3.656700000000000141e-03,3.408579999999999824e-09,5.618139964150399568e-03,5.618139999999999766e-03,-3.584959999999999943e-11
5.100000000000000533e+00,1.263202300000000093e-08,3.273229999999999873e-10,1.230470000000000033e-08,6.841794529999999889e-05,6.840079999999999739e-05,1.714529999999999869e-08,7.465360288600000113e-04,7.465300000000000234e-04,6.028859999999999796e-09,1.998360031930699644e-03,1.998359999999999807e-03,3.193069999999999681e-11,3.661443149210000161e-03,3.661440000000000181e-03,3.149210000000000130e-09,5.618999953130799502e-03,5.618999999999999863e-03,-4.686919999999999905e-11
5.200000000000000178e+00,1.146646599999999956e-08,3.185659999999999833e-10,1.114789999999999952e-08,6.906970540000000730e-05,6.905300000000000446e-05,1.670540000000000148e-08,7.495418089399999992e-04,7.495359999999999740e-04,5.808940000000000002e-09,2.001800010229900020e-03,2.001800000000000194e-03,1.022990000000000026e-11,3.661442786510000352e-03,3.661440000000000181e-03,2.786510000000000131e-09,5.625459936267599229e-03,5.625459999999999662e-03,-6.373239999999999852e-11
5.300000000000000711e+00,-4.883778999999999953e-09,3.126709999999999742e-10,-5.196450000000000186e-09,6.861728289999999969e-05,6.859980000000000006e-05,1.748289999999999967e-08,7.513206606300000144e-04,7.513150000000000123e-04,5.660629999999999714e-09,1.994919985191300014e-03,1.994919999999999853e-03,-1.480870000000000091e-11,3.661872337869999817e-03,3.661869999999999795e-03,2.337869999999999910e-09,5.632339917734699962e-03,5.632339999999999569e-03,-8.226530000000000490e-11
5.400000000000000355e+00,3.478998710000000334e-08,5.448709999999999711e-11,3.473550000000000025e-08,6.826826930000000164e-05,6.825250000000000425e-05,1.576930000000000013e-08,7.504734018400000591e-04,7.504680000000000118e-04,5.401839999999999619e-09,2.007829970836200097e-03,2.007829999999999945e-03,-2.916380000000000221e-11,3.675202017619999886e-03,3.675199999999999995e-03,2.017619999999999904e-09,5.637079895195000294e-03,5.637080000000000042e-03,-1.048049999999999938e-10
5.500000000000000000e+00,3.548581599999999851e-08,6.889160000000000020e-10,3.479689999999999840e-08,6.820020100000000077e-05,6.818479999999999810e-05,1.540100000000000007e-08,7.490330156999999711e-04,7.490279999999999985e-04,5.015700000000000371e-09,2.004819953643200130e-03,2.004820000000000040e-03,-4.635680000000000297e-11,3.672621663620000143e-03,3.672620000000000138e-03,1.663620000000000093e-09,5.639659873156000619e-03,5.639660000000000332e-03,-1.268440000000000068e-10
5.600000000000000533e+00,3.433575199999999759e-08,6.956519999999999879e-10,3.364010000000000091e-08,6.843330050000000567e-05,6.841770000000000056e-05,1.560050000000000129e-08,7.530138898800000594e-04,7.530090000000000134e-04,4.889880000000000075e-09,2.009119938453300062e-03,2.009120000000000090e-03,-6.154670000000000471e-11,3.679931398630000104e-03,3.679930000000000093e-03,1.398629999999999956e-09,5.649989853119999350e-03,5.649989999999999700e-03,-1.468799999999999881e-10
